"","Facility_ID","Year","County","Operative_Procedure","Hospital_Category_RiskAdjustment","Procedure_Count","Infections_Reported","LICENSED_CERTIFIED","FAC_TYPE_DESCRIPTION","FAC_FAC_RELATIONSHIP"
"2517",110000008,"2021","Mendocino","Open reduction of fracture","Critical Access Hospital",159,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2518",110000008,"2021","Mendocino","Ovarian surgery","Critical Access Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2519",110000008,"2021","Mendocino","Rectal surgery","Critical Access Hospital",3,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2520",110000008,"2021","Mendocino","Small bowel surgery","Critical Access Hospital",6,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2521",110000008,"2021","Mendocino","Spinal fusion","Critical Access Hospital",49,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2522",110000008,"2021","Mendocino","Thoracic surgery","Critical Access Hospital",1,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2523",110000009,"2021","Sonoma","All procedures","Critical Access Hospital",50,2,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2524",110000009,"2021","Sonoma","Appendix surgery","Critical Access Hospital",20,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2525",110000009,"2021","Sonoma","Exploratory abdominal surgery (laparotomy)","Critical Access Hospital",1,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2526",110000009,"2021","Sonoma","Gallbladder surgery","Critical Access Hospital",13,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2527",110000009,"2021","Sonoma","Hip prosthesis","Critical Access Hospital",9,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2528",110000009,"2021","Sonoma","Knee prosthesis","Critical Access Hospital",5,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2529",110000009,"2021","Sonoma","Open reduction of fracture","Critical Access Hospital",2,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2530",110000010,"2021","Solano","All procedures","Acute Care Hospital",1515,9,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2531",110000010,"2021","Solano","Appendix surgery","Acute Care Hospital",73,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2532",110000010,"2021","Solano","Bile duct, liver or pancreatic surgery","Acute Care Hospital",8,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2533",110000010,"2021","Solano","Cardiac surgery","Acute Care Hospital",55,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2534",110000010,"2021","Solano","Cesarean section","Acute Care Hospital",363,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2535",110000010,"2021","Solano","Colon surgery","Acute Care Hospital",94,3,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2536",110000010,"2021","Solano","Coronary bypass,chest and donor incisions","Acute Care Hospital",63,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2537",110000010,"2021","Solano","Coronary bypass,chest incision only","Acute Care Hospital",9,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2538",110000010,"2021","Solano","Exploratory abdominal surgery (laparotomy)","Acute Care Hospital",139,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2539",110000010,"2021","Solano","Gallbladder surgery","Acute Care Hospital",134,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2540",110000010,"2021","Solano","Gastric surgery","Acute Care Hospital",28,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2541",110000010,"2021","Solano","Hip prosthesis","Acute Care Hospital",16,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2542",110000010,"2021","Solano","Hysterectomy, abdominal","Acute Care Hospital",22,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2543",110000010,"2021","Solano","Hysterectomy, vaginal","Acute Care Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2544",110000010,"2021","Solano","Kidney surgery","Acute Care Hospital",13,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2545",110000010,"2021","Solano","Laminectomy","Acute Care Hospital",111,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2546",110000010,"2021","Solano","Open reduction of fracture","Acute Care Hospital",103,3,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2547",110000010,"2021","Solano","Ovarian surgery","Acute Care Hospital",20,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2548",110000010,"2021","Solano","Pacemaker surgery","Acute Care Hospital",5,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2549",110000010,"2021","Solano","Rectal surgery","Acute Care Hospital",11,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2550",110000010,"2021","Solano","Small bowel surgery","Acute Care Hospital",73,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2551",110000010,"2021","Solano","Spinal fusion","Acute Care Hospital",122,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2552",110000010,"2021","Solano","Spleen surgery","Acute Care Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2553",110000010,"2021","Solano","Thoracic surgery","Acute Care Hospital",49,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2554",110000011,"2021","Solano","All procedures","Acute Care Hospital",1264,15,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2555",110000011,"2021","Solano","Appendix surgery","Acute Care Hospital",75,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2556",110000011,"2021","Solano","Bile duct, liver or pancreatic surgery","Acute Care Hospital",8,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2557",110000011,"2021","Solano","Cesarean section","Acute Care Hospital",367,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2558",110000011,"2021","Solano","Colon surgery","Acute Care Hospital",172,4,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2559",110000011,"2021","Solano","Exploratory abdominal surgery (laparotomy)","Acute Care Hospital",129,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2560",110000011,"2021","Solano","Gallbladder surgery","Acute Care Hospital",144,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2561",110000011,"2021","Solano","Gastric surgery","Acute Care Hospital",7,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2562",110000011,"2021","Solano","Hip prosthesis","Acute Care Hospital",58,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2563",110000011,"2021","Solano","Hysterectomy, abdominal","Acute Care Hospital",18,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2564",110000011,"2021","Solano","Kidney surgery","Acute Care Hospital",19,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2565",110000011,"2021","Solano","Open reduction of fracture","Acute Care Hospital",66,2,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2566",110000011,"2021","Solano","Ovarian surgery","Acute Care Hospital",19,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2567",110000011,"2021","Solano","Pacemaker surgery","Acute Care Hospital",43,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2568",110000011,"2021","Solano","Rectal surgery","Acute Care Hospital",45,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2569",110000011,"2021","Solano","Small bowel surgery","Acute Care Hospital",91,5,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2570",110000011,"2021","Solano","Spleen surgery","Acute Care Hospital",3,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2571",110000019,"2021","Lake","All procedures","Critical Access Hospital",274,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2572",110000019,"2021","Lake","Appendix surgery","Critical Access Hospital",19,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2573",110000019,"2021","Lake","Bile duct, liver or pancreatic surgery","Critical Access Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2574",110000019,"2021","Lake","Cesarean section","Critical Access Hospital",58,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2575",110000019,"2021","Lake","Colon surgery","Critical Access Hospital",31,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2576",110000019,"2021","Lake","Exploratory abdominal surgery (laparotomy)","Critical Access Hospital",41,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2577",110000019,"2021","Lake","Gallbladder surgery","Critical Access Hospital",24,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2578",110000019,"2021","Lake","Gastric surgery","Critical Access Hospital",9,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2579",110000019,"2021","Lake","Hip prosthesis","Critical Access Hospital",16,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2580",110000019,"2021","Lake","Hysterectomy, abdominal","Critical Access Hospital",9,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2581",110000019,"2021","Lake","Hysterectomy, vaginal","Critical Access Hospital",1,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2582",110000019,"2021","Lake","Knee prosthesis","Critical Access Hospital",6,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2583",110000019,"2021","Lake","Open reduction of fracture","Critical Access Hospital",31,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2584",110000019,"2021","Lake","Ovarian surgery","Critical Access Hospital",5,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2585",110000019,"2021","Lake","Rectal surgery","Critical Access Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2586",110000019,"2021","Lake","Small bowel surgery","Critical Access Hospital",8,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2587",110000019,"2021","Lake","Thoracic surgery","Critical Access Hospital",12,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2588",110000021,"2021","Humboldt","All procedures","Acute Care Hospital",272,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2589",110000021,"2021","Humboldt","Appendix surgery","Acute Care Hospital",34,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2590",110000021,"2021","Humboldt","Bile duct, liver or pancreatic surgery","Acute Care Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2591",110000021,"2021","Humboldt","Cesarean section","Acute Care Hospital",115,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2592",110000021,"2021","Humboldt","Colon surgery","Acute Care Hospital",11,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2593",110000021,"2021","Humboldt","Exploratory abdominal surgery (laparotomy)","Acute Care Hospital",6,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2594",110000021,"2021","Humboldt","Gallbladder surgery","Acute Care Hospital",31,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2595",110000021,"2021","Humboldt","Gastric surgery","Acute Care Hospital",5,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2596",110000021,"2021","Humboldt","Hip prosthesis","Acute Care Hospital",3,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2597",110000021,"2021","Humboldt","Hysterectomy, abdominal","Acute Care Hospital",21,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2598",110000021,"2021","Humboldt","Hysterectomy, vaginal","Acute Care Hospital",23,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2599",110000021,"2021","Humboldt","Open reduction of fracture","Acute Care Hospital",5,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2600",110000021,"2021","Humboldt","Ovarian surgery","Acute Care Hospital",5,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2601",110000021,"2021","Humboldt","Rectal surgery","Acute Care Hospital",1,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2602",110000021,"2021","Humboldt","Small bowel surgery","Acute Care Hospital",5,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2603",110000021,"2021","Humboldt","Thoracic surgery","Acute Care Hospital",5,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2604",110000023,"2021","Mendocino","All procedures","Critical Access Hospital",26,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2605",110000023,"2021","Mendocino","Appendix surgery","Critical Access Hospital",6,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2606",110000023,"2021","Mendocino","Colon surgery","Critical Access Hospital",8,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2607",110000023,"2021","Mendocino","Exploratory abdominal surgery (laparotomy)","Critical Access Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2608",110000023,"2021","Mendocino","Gallbladder surgery","Critical Access Hospital",6,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2609",110000023,"2021","Mendocino","Hip prosthesis","Critical Access Hospital",1,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2610",110000023,"2021","Mendocino","Small bowel surgery","Critical Access Hospital",3,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2611",110000040,"2021","Sonoma","All procedures","Acute Care Hospital",385,2,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2612",110000040,"2021","Sonoma","Appendix surgery","Acute Care Hospital",26,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2613",110000040,"2021","Sonoma","Bile duct, liver or pancreatic surgery","Acute Care Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2614",110000040,"2021","Sonoma","Cesarean section","Acute Care Hospital",102,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2615",110000040,"2021","Sonoma","Colon surgery","Acute Care Hospital",16,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2616",110000040,"2021","Sonoma","Exploratory abdominal surgery (laparotomy)","Acute Care Hospital",28,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2617",110000040,"2021","Sonoma","Gallbladder surgery","Acute Care Hospital",33,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2618",110000040,"2021","Sonoma","Gastric surgery","Acute Care Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2619",110000040,"2021","Sonoma","Hip prosthesis","Acute Care Hospital",39,2,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2620",110000040,"2021","Sonoma","Hysterectomy, abdominal","Acute Care Hospital",18,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2621",110000040,"2021","Sonoma","Knee prosthesis","Acute Care Hospital",32,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2622",110000040,"2021","Sonoma","Laminectomy","Acute Care Hospital",9,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2623",110000040,"2021","Sonoma","Open reduction of fracture","Acute Care Hospital",53,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2624",110000040,"2021","Sonoma","Ovarian surgery","Acute Care Hospital",5,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2625",110000040,"2021","Sonoma","Pacemaker surgery","Acute Care Hospital",8,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2626",110000040,"2021","Sonoma","Small bowel surgery","Acute Care Hospital",3,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2627",110000040,"2021","Sonoma","Spinal fusion","Acute Care Hospital",9,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2628",110000041,"2021","Napa","All procedures","Acute Care Hospital",1319,7,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2629",110000041,"2021","Napa","Appendix surgery","Acute Care Hospital",62,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2630",110000041,"2021","Napa","Bile duct, liver or pancreatic surgery","Acute Care Hospital",118,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2631",110000041,"2021","Napa","Cardiac surgery","Acute Care Hospital",12,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2632",110000041,"2021","Napa","Cesarean section","Acute Care Hospital",203,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2633",110000041,"2021","Napa","Colon surgery","Acute Care Hospital",75,2,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2634",110000041,"2021","Napa","Coronary bypass,chest and donor incisions","Acute Care Hospital",40,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2635",110000041,"2021","Napa","Coronary bypass,chest incision only","Acute Care Hospital",8,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2636",110000041,"2021","Napa","Exploratory abdominal surgery (laparotomy)","Acute Care Hospital",64,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2637",110000041,"2021","Napa","Gallbladder surgery","Acute Care Hospital",74,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2638",110000041,"2021","Napa","Gastric surgery","Acute Care Hospital",137,2,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2639",110000041,"2021","Napa","Hip prosthesis","Acute Care Hospital",110,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2640",110000041,"2021","Napa","Hysterectomy, abdominal","Acute Care Hospital",7,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2641",110000041,"2021","Napa","Kidney surgery","Acute Care Hospital",14,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2642",110000041,"2021","Napa","Knee prosthesis","Acute Care Hospital",110,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2643",110000041,"2021","Napa","Laminectomy","Acute Care Hospital",47,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2644",110000041,"2021","Napa","Open reduction of fracture","Acute Care Hospital",65,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2645",110000041,"2021","Napa","Ovarian surgery","Acute Care Hospital",7,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2646",110000041,"2021","Napa","Pacemaker surgery","Acute Care Hospital",45,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2647",110000041,"2021","Napa","Rectal surgery","Acute Care Hospital",10,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2648",110000041,"2021","Napa","Small bowel surgery","Acute Care Hospital",26,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2649",110000041,"2021","Napa","Spinal fusion","Acute Care Hospital",46,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2650",110000041,"2021","Napa","Spleen surgery","Acute Care Hospital",3,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2651",110000041,"2021","Napa","Thoracic surgery","Acute Care Hospital",36,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2652",110000044,"2021","Lake","All procedures","Critical Access Hospital",100,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2653",110000044,"2021","Lake","Appendix surgery","Critical Access Hospital",12,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2654",110000044,"2021","Lake","Bile duct, liver or pancreatic surgery","Critical Access Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2655",110000044,"2021","Lake","Cesarean section","Critical Access Hospital",30,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2656",110000044,"2021","Lake","Colon surgery","Critical Access Hospital",13,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2657",110000044,"2021","Lake","Exploratory abdominal surgery (laparotomy)","Critical Access Hospital",9,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2658",110000044,"2021","Lake","Gallbladder surgery","Critical Access Hospital",15,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2659",110000044,"2021","Lake","Gastric surgery","Critical Access Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2660",110000044,"2021","Lake","Hysterectomy, vaginal","Critical Access Hospital",1,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2661",110000044,"2021","Lake","Open reduction of fracture","Critical Access Hospital",1,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2662",110000044,"2021","Lake","Ovarian surgery","Critical Access Hospital",3,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2663",110000044,"2021","Lake","Small bowel surgery","Critical Access Hospital",12,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2664",110000045,"2021","Humboldt","All procedures","Critical Access Hospital",121,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2665",110000045,"2021","Humboldt","Appendix surgery","Critical Access Hospital",21,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2666",110000045,"2021","Humboldt","Bile duct, liver or pancreatic surgery","Critical Access Hospital",1,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2667",110000045,"2021","Humboldt","Cesarean section","Critical Access Hospital",16,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2668",110000045,"2021","Humboldt","Colon surgery","Critical Access Hospital",10,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2669",110000045,"2021","Humboldt","Exploratory abdominal surgery (laparotomy)","Critical Access Hospital",19,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2670",110000045,"2021","Humboldt","Gallbladder surgery","Critical Access Hospital",27,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2671",110000045,"2021","Humboldt","Gastric surgery","Critical Access Hospital",9,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2672",110000045,"2021","Humboldt","Ovarian surgery","Critical Access Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2673",110000045,"2021","Humboldt","Rectal surgery","Critical Access Hospital",3,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2674",110000045,"2021","Humboldt","Small bowel surgery","Critical Access Hospital",6,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2675",110000045,"2021","Humboldt","Thoracic surgery","Critical Access Hospital",7,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2676",110000049,"2021","Del Norte","All procedures","Acute Care Hospital",307,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2677",110000049,"2021","Del Norte","Appendix surgery","Acute Care Hospital",34,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2678",110000049,"2021","Del Norte","Bile duct, liver or pancreatic surgery","Acute Care Hospital",6,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2679",110000049,"2021","Del Norte","Cesarean section","Acute Care Hospital",55,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2680",110000049,"2021","Del Norte","Colon surgery","Acute Care Hospital",20,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2681",110000049,"2021","Del Norte","Exploratory abdominal surgery (laparotomy)","Acute Care Hospital",43,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2682",110000049,"2021","Del Norte","Gallbladder surgery","Acute Care Hospital",35,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"2683",110000049,"2021","Del Norte","Gastric surgery","Acute Care Hospital",5,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
